,brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,dimentions,weight_g,SIM,display_type,display_resolution,display_size,OS,CPU,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
271,Samsung,Galaxy A5,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,139.3 x 69.7 x 6.7 mm (5.48 x 2.74 x 0.26 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~71.0% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.4 (KitKat)| 6.0.1 (Marshmallow)| planned upgrade to 7.0 (Nougat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| 28mm| autofocus| LED flash| ,5 MP| f/2.2| 23mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,Pearl White| Midnight Black| Platinum Silver| Soft Pink| Light Blue| Champagne Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-a5.jpg
272,Samsung,Galaxy A3 Duos,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,130.1 x 65.5 x 6.9 mm (5.12 x 2.58 x 0.27 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,4.5 inches (~65.5% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.0.2 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (uses SIM 2 slot),16 GB,1 GB RAM,8 MP| f/2.4| 31mm| autofocus| LED flash,5 MP| f/2.2| 23mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,Pearl White| Midnight Black| Platinum Silver| Soft Pink| Light Blue| Champagne Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-a3.jpg
273,Samsung,Galaxy A3,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,130.1 x 65.5 x 6.9 mm (5.12 x 2.58 x 0.27 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.5 inches (~65.5% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (dedicated slot),16 GB,1 GB or 1.5 GB RAM,8 MP| f/2.4| 31mm| autofocus| LED flash| ,5 MP| f/2.2| 23mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,Moderate,Pearl White| Midnight Black| Platinum Silver| Soft Pink| Light Blue| Champagne Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-a3.jpg
274,Samsung,Galaxy S5 Plus,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.6% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 2.5 GHz Krait 450,Adreno 420,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,16 MP| phase detection autofocus| LED flash,2 MP| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Copper Gold| Electric Blue| Shimmery White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg
275,Samsung,Galaxy Pocket 2,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,109.9 x 60.8 x 11.7 mm (4.33 x 2.39 x 0.46 in),Light,Single-SIM,TFT capacitive touchscreen  256K colors,3.3 inches (~50.5% screen-to-body ratio),240 x 320 pixels (~121 ppi pixel density),Android 4.4.2 (KitKat),1.0 GHz Cortex-A7,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,No,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,No,Moderate,White,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-pocket-2.jpg
276,Samsung,Galaxy V,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),Light,Dual-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~59.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),1.2 GHz,Mali-401,microSD  up to 64 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,White| Black,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-v1.jpg
277,Samsung,Galaxy Grand Prime Duos TV,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,144.7 x 72.4 x 8.6 mm (5.70 x 2.85 x 0.34 in),BelowAvg,Dual-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~65.8% screen-to-body ratio),540 x 960 pixels (~220 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,Black| White,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-gran-prime-duos-tv-sm-g530bt.jpg
278,Samsung,Galaxy Grand Prime,GSM / HSPA / LTE,1,1,1,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2014,144.8 x 72.1 x 8.6 mm (5.70 x 2.84 x 0.34 in),BelowAvg,Single-SIM,TFT capacitive touchscreen  16M colors,5.0 inches (~66.0% screen-to-body ratio),540 x 960 pixels (~220 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.0.2/5.1.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (dedicated slot),8 GB,1 GB RAM,8 MP| f/2.4| autofocus| LED flash| ,5 MP| f/2.2| 1080p,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity| compass,High,White| Gray| Gold,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-prime-sm-g530h.jpg
279,Samsung,Galaxy Ace Style LTE G357,GSM / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,128.9 x 65.8 x 9.1 mm (5.07 x 2.59 x 0.36 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.3 inches (~62.0% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSD  up to 64 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| proximity,Moderate,White| Gray,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-style-lte.jpg
280,Samsung,Galaxy Note Edge,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A (3CA) Cat6 300/50 Mbps or Cat4 150/50 Mbps,Yes,Yes,2014,151.3 x 82.4 x 8.3 mm (5.96 x 3.24 x 0.33 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.6 inches (~77.2% screen-to-body ratio),1600 x 2560 pixels (~524 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0 (Marshmallow),Quad-core 2.7 GHz Krait 450,Adreno 420,microSD  up to 256 GB (dedicated slot),32/64 GB,3 GB RAM,16 MP| f/2.2| 31mm| OIS| autofocus| LED flash| ,3.7 MP| f/1.9| 1440p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| UV| heart rate| SpO2,High,Black| White,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-edge1.jpg
281,Samsung,Galaxy Note 4 Duos,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2014,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),BelowAvg,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~74.2% screen-to-body ratio),1440 x 2560 pixels (~515 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.7 GHz Krait 450,Adreno 420,microSD  up to 256 GB (dedicated slot),16 GB,3 GB RAM,16 MP| f/2.2| 31mm| OIS| autofocus| LED flash,3.7 MP| f/1.9| 22mm| 1440p@30fps| 1080p (HDR),Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| UV| heart rate| SpO2,High,Frosted white| Charcoal black| Bronze Gold| Blossom Pink,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-duos-sm-n9100.jpg
282,Samsung,Galaxy Note 4 (USA),GSM / CDMA / HSPA / EVDO / LTE,1,1,1,HSPA  LTE-A Cat4 150/50 Mbps  EV-DO Rev.A 3.1 Mbps,Yes,Yes,2014,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~73.4% screen-to-body ratio),1440 x 2560 pixels (~518 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.7 GHz Krait 450,Adreno 420,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/2.2| 31mm| OIS| autofocus| LED flash,3.7 MP| f/1.9| 22mm| 1440p@30fps| 1080p (HDR),Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| UV| heart rate| SpO2,High,Frosted white| Charcoal black| Bronze Gold| Blossom Pink,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-cdma.jpg
283,Samsung,Galaxy Note 4,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps (Exynos 5433),Yes,Yes,2014,153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),BelowAvg,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.7 inches (~73.4% screen-to-body ratio),1440 x 2560 pixels (~518 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 2.7 GHz Krait 450 - Snapdragon 805,Adreno 420 (Snapdragon 805),microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,16 MP| f/2.2| 31mm| OIS| autofocus| LED flash| ,3.7 MP| f/1.9| 22mm| 1440p@30fps| 1080p (HDR),Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| UV| heart rate| SpO2,High,Frosted white| Charcoal black| Bronze Gold| Blossom Pink,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note-4-new.jpg
284,Samsung,Galaxy Tab Active LTE,GSM / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,213.1 x 126.2 x 9.7 mm (8.39 x 4.97 x 0.38 in),Heavy,Single-SIM,LCD capacitive touchscreen  16M colors,8.0 inches (~69.0% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,3.15 MP| autofocus| LED flash,1.2 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| gyro| compass,High,Titanium Green,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-active.jpg
285,Samsung,Galaxy Tab Active,No cellular connectivity,0,0,0,0,No,No,2014,213.1 x 126.2 x 9.7 mm (8.39 x 4.97 x 0.38 in),Heavy,No-SIM,LCD capacitive touchscreen  16M colors,8.0 inches (~69.0% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,3.15 MP| autofocus| LED flash,1.2 MP,Yes with stereo speakers,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| gyro| compass,High,Titanium Green,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-active.jpg
286,Samsung,Galaxy Mega 2,GSM / HSPA / LTE,1,1,1,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,163.6 x 84.9 x 8.6 mm (6.44 x 3.34 x 0.34 in),BelowAvg,Single-SIM,Capacitive touchscreen  16M colors,6.0 inches (~71.5% screen-to-body ratio),720 x 1280 pixels (~245 ppi pixel density),Android 4.4.3 (KitKat),Quad-core 1.5 GHz (SM-G750F),Mali-400MP4 (SM-G750F),microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| autofocus| LED flash,2.1 MP,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer| gyro| proximity| compass,High,White| Black,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-mega-2-r.jpg
287,Samsung,Gear S,GSM / HSPA,1,1,1,HSPA,Yes,Yes,2014,58.1 x 39.9 x 12.5 mm (2.29 x 1.57 x 0.49 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,2.0 inches (~53.4% screen-to-body ratio),360 x 480 pixels (~300 ppi pixel density),Tizen-based wearable platform,Dual-core 1.0 GHz Cortex-A7,Adreno 305,No,4 GB,512 MB RAM,0 MP,0 MP,Yes,No,Yes,Yes,Yes,No,No,microUSB 2.0,Accelerometer| gyro| proximity| compass| heart rate| barometer| UV light,Basic,Charcoal Black| Frost White,Super High,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-s-new.jpg
288,Samsung,Gear 2 Neo,No cellular connectivity,0,0,0,0,No,No,2014,58.7 x 37.9 x 9.9 mm (2.31 x 1.49 x 0.39 in),Light,No-SIM,Super AMOLED capacitive touchscreen  16M colors,1.63 inches (~38.5% screen-to-body ratio),320 x 320 pixels (~278 ppi pixel density),Tizen-based wearable platform,Dual-core 1.0 GHz Cortex-A7,Mali-400MP2,No,4 GB,512 MB RAM,0 MP,0 MP,Yes,No,No,Yes,No,No,No,0,Accelerometer| gyro| heart rate,Basic,Mocha Gray| Wild Orange| Charcoal Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-2-neo.jpg
289,Samsung,Gear Live,No cellular connectivity,0,0,0,0,No,No,2014,56.4 x 37.9 x 8.9 mm (2.22 x 1.49 x 0.35 in),Light,No-SIM,Super AMOLED capacitive touchscreen  16M colors,1.63 inches (~40.1% screen-to-body ratio),320 x 320 pixels (~278 ppi pixel density),Android Wear OS,Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4 GB,512 MB RAM,0 MP,0 MP,Yes,No,No,Yes,No,No,No,0,Accelerometer| gyro| heart rate| compass,Basic,Black| Wine Red,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-live.jpg
290,Samsung,Gear 2,No cellular connectivity,0,0,0,0,No,No,2014,58.4 x 36.9 x 10 mm (2.30 x 1.45 x 0.39 in),Light,No-SIM,Super AMOLED capacitive touchscreen  16M colors,1.63 inches (~39.8% screen-to-body ratio),320 x 320 pixels (~278 ppi pixel density),Tizen-based wearable platform,Dual-core 1.0 GHz Cortex-A7,Mali-400MP2,No,4 GB,512 MB RAM,2 MP| autofocus,No,Yes,No,No,Yes,No,No,No,0,Accelerometer| gyro| heart rate,Basic,Charcoal Black| Gold Brown| Wild Orange,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-gear-2.jpg
291,Samsung,Galaxy S5 LTE-A G901F,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,5.1 inches (~69.6% screen-to-body ratio),1080 x 1920 pixels (~432 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 2.5 GHz Krait 450,Adreno 420,microSD  up to 256 GB (dedicated slot),16/32 GB,2 GB RAM,16 MP| phase detection autofocus| LED flash,2 MP| 1080p@30fps| dual video call,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 3.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| barometer| gesture| heart rate,High,Charcoal Black| Shimmering White| Electric Blue| Copper Gold,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-g900f.jpg
292,Samsung,Galaxy Alpha (S801),GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.7 inches (~70.2% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.4.4 (KitKat)| planned upgrade to 5.0 (Lollipop),Quad-core 2.5 GHz Krait 400,Adreno 330,No,32 GB,2 GB RAM,12 MP| f/2.2| 31mm| phase detection autofocus| LED flash,2.1 MP,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| heart rate,Moderate,Charcoal Black| Sleek Silver| Dazzling White| Frosted Gold| Scuba Blue,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-alpha.jpg
293,Samsung,Galaxy Alpha,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE-A Cat6 300/50 Mbps,Yes,Yes,2014,132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.7 inches (~70.2% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.0.2 (Lollipop),Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),Mali-T628 MP6,No,32 GB,2 GB RAM,12 MP| f/2.2| 31mm| autofocus| LED flash| ,2.1 MP,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| heart rate,Moderate,Charcoal Black| Sleek Silver| Dazzling White| Frosted Gold| Scuba Blue,High,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-alpha.jpg
294,Samsung,Galaxy S5 mini Duos,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),Light,Dual-SIM,Super AMOLED capacitive touchscreen  16M colors,4.5 inches (~65.7% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 6.0.1 (Marshmallow),Quad-core 1.4 GHz,Mali-T628 MP7,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| autofocus| LED flash,2.1 MP| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,No,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| heart rate,Moderate,Charcoal Black| Shimmery White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-mini-duos.jpg
295,Samsung,Galaxy Avant,GSM / HSPA / LTE,1,1,1,HSPA  LTE,Yes,Yes,2014,132.9 x 66 x 9.9 mm (5.23 x 2.60 x 0.39 in),Light,Single-SIM,TFT capacitive touchscreen  16M colors,4.5 inches (~63.6% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Accelerometer| proximity| compass,Moderate,Black,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-avant.jpg
296,Samsung,Galaxy S Duos 3,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),Light,Dual-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~59.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.2 GHz Cortex-A7,Mali-T628 MP9,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Black| Gray,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-nxt-sm-g313h.jpg
297,Samsung,Galaxy Ace NXT,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,121.4 x 62.9 x 10.7 mm (4.78 x 2.48 x 0.42 in),Light,Single-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~59.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),1.2 GHz Cortex-A7,Mali-T628 MP10,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| LED flash,VGA (SM-G313HZ only),Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Black,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-v-2014.jpg
298,Samsung,Galaxy Star 2 Plus,GSM,1,0,0,0,Yes,Yes,2014,129.7 x 65.9 x 9.4 mm (5.11 x 2.59 x 0.37 in),Light,Single-SIM,TFT capacitive touchscreen  16M colors,4.3 inches (~61.6% screen-to-body ratio),480 x 800 pixels (~217 ppi pixel density),Android 4.4.2 (KitKat),1.2 GHz Cortex-A7,Mali-T628 MP11,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| LED flash,No,Yes,Yes,Yes,Yes,No,No,Yes,microUSB 2.0,Accelerometer,Moderate,Black| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-2-plus-sm-g350e.jpg
299,Samsung,Galaxy S5 mini,GSM / HSPA / LTE,1,1,1,HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,131.1 x 64.8 x 9.1 mm (5.16 x 2.55 x 0.36 in),Light,Single-SIM,Super AMOLED capacitive touchscreen  16M colors,4.5 inches (~65.7% screen-to-body ratio),720 x 1280 pixels (~326 ppi pixel density),Android 4.4.2 (KitKat)| planned upgrade to 5.1.1 (Lollipop),Quad-core 1.4 GHz Cortex-A7,Mali-400MP4,microSD  up to 64 GB (dedicated slot),16 GB,1.5 GB RAM,8 MP| f/2.4| 31mm| autofocus| LED flash| ,2.1 MP| 1080p@30fps,Yes,Yes,Yes,Yes,Yes,Yes,No,microUSB 2.0,Fingerprint (front-mounted)| accelerometer| gyro| proximity| compass| heart rate,Moderate,Charcoal Black| Shimmery White| Electric Blue and Copper Gold,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-s5-mini.jpg
300,Samsung,Galaxy Ace 4 LTE G313,GSM / HSPA / LTE,1,1,1,HSPA 42.2/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014,121.4 x 62.9 x 11 mm (4.78 x 2.48 x 0.43 in),Light,Single-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~59.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,Mali-400MP5,microSD  up to 64 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,microUSB 2.0,Accelerometer,Moderate,Iris Charcoal| Classic White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-4.jpg
301,Samsung,Galaxy Ace 4,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),Light,Single-SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~59.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.0 GHz,Mali-400MP6,microSD  up to 64 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Iris Charcoal| Classic White,Moderate,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-ace-4.jpg
302,Samsung,Galaxy Young 2,GSM / HSPA,1,1,1,HSPA 21.1/5.76 Mbps,Yes,Yes,2014,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),Light,Dual-SIM,TFT capacitive touchscreen  256K colors,3.5 inches (~55.5% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.4.2 (KitKat),1.0 GHz Cortex-A7,Mali-400MP7,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,No,Yes,Yes,Yes,Yes,Yes,No,Yes,microUSB 2.0,Accelerometer,Moderate,Iris Charcoal| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-young-2-sm-g130.jpg
303,Samsung,Galaxy Star 2,GSM,1,0,0,0,Yes,Yes,2014,109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),Light,Dual-SIM,TFT capacitive touchscreen,3.5 inches (~55.5% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.4.2 (KitKat),1.0 GHz,Mali-400MP8,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,No,Yes,Yes,Yes,Yes,No,No,Yes,microUSB 2.0,Accelerometer,Moderate,Iris Charcoal| White,Basic,http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-star-2.jpg
